permit_service_name,permit_service_type,document_name,document_type,source_url,source_title,section_path,source_document_id,chunk_id,evidence_text,condition_text
4대보험 가입,permit_service,교육이수증,document,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=840&ccfNo=4&cciNo=1&cnpClsNo=2,4대보험 가입,4대보험 가입 > 고용보험의 가입 가입 대상 근로자를 사용하는 모든 사업 또는 사업장은 「고용보험법」 의,easylaw_840_body_ov_csmSeq_840_ccfNo_4_cciNo_1_cnpClsNo_2,evchunk_9b1b4b06f87f87,「고용보험법」 제8조 제1항 및 「고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률」 제5조 제1항,
4대보험 가입,permit_service,교육이수증,document,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=840&ccfNo=4&cciNo=1&cnpClsNo=2,4대보험 가입,4대보험 가입 > 고용보험의 가입 가입 대상 근로자를 사용하는 모든 사업 또는 사업장은 「고용보험법」 의,easylaw_840_body_ov_csmSeq_840_ccfNo_4_cciNo_1_cnpClsNo_2,evchunk_9b1b4b06f87f87,「고용보험법」 제8조 제2항,
4대보험 가입,permit_service,교육이수증,document,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=840&ccfNo=4&cciNo=1&cnpClsNo=2,4대보험 가입,4대보험 가입 > 고용보험의 가입 가입 대상 근로자를 사용하는 모든 사업 또는 사업장은 「고용보험법」 의,easylaw_840_body_ov_csmSeq_840_ccfNo_4_cciNo_1_cnpClsNo_2,evchunk_9b1b4b06f87f87,자격 취득 및 상실 등 신고 사업주는 그 사업에 고용된 근로자의 피보험자격의 취득 및 상실 등에 관한 사항을 신고하려는 경우에는 그 사유가 발생한 날이 속하는 달의 다음 달 15일까지(근로자가 그 기일 이전에 신고하는 경우에는 지체없이) 신고해야 합니다,
4대보험 가입,permit_service,당연적용사업장 관련 가입신고 서류,document,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=840&ccfNo=4&cciNo=1&cnpClsNo=2,4대보험 가입,4대보험 가입 > 국민연금의 가입 가입 대상 1명 이상의 근로자를 사용하는 음식점(이하 “당연적용사업장”이라 함)의 18세,easylaw_840_body_ov_csmSeq_840_ccfNo_4_cciNo_1_cnpClsNo_2,evchunk_9c5aa106c42b7b,국민연금에 가입된 사업장에 종사하는 18세 미만 근로자는 사업장가입자가 되는 것으로 봅니다,
4대보험 가입,permit_service,사업장 가입 관련 서류,document,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=840&ccfNo=4&cciNo=1&cnpClsNo=2,4대보험 가입,4대보험 가입 > 산업재해보상보험의 가입 가입 대상 「산업재해보상보험법」 은 근로자를 사용하는 모든 사업 또는 사업장에,easylaw_840_body_ov_csmSeq_840_ccfNo_4_cciNo_1_cnpClsNo_2,evchunk_54877f253c3ab3,인쇄체크 산업재해보상보험의 가입 가입 대상 「산업재해보상보험법」 은 근로자를 사용하는 모든 사업 또는 사업장에 적용합니다.,산업재해보상보험의 가입 대상은 근로자를 사용하는 모든 사업 또는 사업장에 적용
간이과세자/일반과세자 구분,permit_service,부가가치세법 제5조,document,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=706&ccfNo=4&cciNo=3&cnpClsNo=1,세금의 납부,세금의 납부 > 영업소득에 대한 부가가치세를 납부해야 합니다.,easylaw_706_body_ov_csmSeq_706_ccfNo_4_cciNo_3_cnpClsNo_1,evchunk_1859f818056720,과세기간 사업자에 대한 부가가치세의 과세기간은 다음과 같습니다( 「부가가치세법」 제5조 제1항). ① 간이과세자 1월1일부터 12월 31일까지 ② 일반과세자 제1기 : 1월 1일부터 6월 30일까지 제2기 : 7월 1일부터 12월 31일까지,
간편장부대상자,permit_service,간편장부기장,document,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=706&ccfNo=4&cciNo=3&cnpClsNo=1,세금의 납부,세금의 납부 > 매년 발생되는 영업소득에 대해서는 소득세를 납부해야 합니다.,easylaw_706_body_ov_csmSeq_706_ccfNo_4_cciNo_3_cnpClsNo_1,evchunk_3396ead33011f5,간편장부의 혜택 (질문) 간편장부를 기장하면 어떤 혜택이 있나요?,
건강진단,permit_service,건강진단 결과,document,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=839&ccfNo=4&cciNo=1&cnpClsNo=1,건강진단,건강진단 > 건강진단의 실시 건강진단 대상자 식품 또는 식품첨가물(화학적 합성품 또는 기구 등의 살균·소독제는,easylaw_839_body_ov_csmSeq_839_ccfNo_4_cciNo_1_cnpClsNo_1,evchunk_1f12e483d67d74,영업자는 위 규정을 위반하여 건강진단을 받지 아니한 자나 건강진단 결과 타인에게 위해를 끼칠 우려가 있는 질병이 있는 자를 그 영업에 종사시키지 못합니다,영업자는 건강진단 결과 타인에게 위해를 끼칠 우려가 있는 질병이 있는 자를 그 영업에 종사시키지 못합니다
건강진단,permit_service,건강진단 시기 및 검사 항목,document,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=839&ccfNo=4&cciNo=1&cnpClsNo=1,건강진단,건강진단 > 건강진단의 실시 건강진단 대상자 식품 또는 식품첨가물(화학적 합성품 또는 기구 등의 살균·소독제는,easylaw_839_body_ov_csmSeq_839_ccfNo_4_cciNo_1_cnpClsNo_1,evchunk_1f12e483d67d74,인쇄체크 건강진단의 실시 건강진단 대상자 식품 또는 식품첨가물(,건강진단 시기 및 항목은 규정에 따라 정해져 있습니다
건강진단,permit_service,건강진단 의무 대상자,document,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=839&ccfNo=4&cciNo=1&cnpClsNo=1,건강진단,건강진단 > 건강진단의 실시 건강진단 대상자 식품 또는 식품첨가물(화학적 합성품 또는 기구 등의 살균·소독제는,easylaw_839_body_ov_csmSeq_839_ccfNo_4_cciNo_1_cnpClsNo_1,evchunk_1f12e483d67d74,건강진단의 실시 건강진단 대상자 식품 또는 식품첨가물(화학적 합성품 또는 기구 등의 살균·소독제는 제외)을 채취·제조·가공·조리·저장·운반 또는 판매하는 일에 직접 종사하는 영업자 및 그 종업원은 건강진단을 받아야 합니다,건강진단의 실시 대상자는 건강진단을 받아야 한다
건강진단,permit_service,교육이수증,document,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=839&ccfNo=4&cciNo=1&cnpClsNo=1,건강진단,건강진단 > 질병인정 시 영업 종사의 제한 영업 종사의 제한 건강진단을 받은 결과 타인에게,easylaw_839_body_ov_csmSeq_839_ccfNo_4_cciNo_1_cnpClsNo_1,evchunk_a0120788982c06,다음의 질병에 걸린 사람은 영업에 종사하지 못합니다( 「식품위생법」 제40조 제4항 및 「식품위생법 시행규칙」 제50조 ).,
건강진단,permit_service,교육이수증,document,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=840&ccfNo=4&cciNo=2&cnpClsNo=1,건강진단,건강진단 > 질병인정 시 영업 종사의 제한 영업 종사의 제한 건강진단을 받은 결과 타인에게,easylaw_840_body_ov_csmSeq_840_ccfNo_4_cciNo_2_cnpClsNo_1,evchunk_c40d3d6e62e9d7,인쇄체크 질병인정 시 영업 종사의 제한 영업 종사의 제한 건강진단을 받은 결과 타인에게 위해를 끼칠 우려가 있는 질병이 있다고 인정된 경우에는 그 영업에 종사할 수 없습니다( 「식품위생법」 제40조 제2항).,
건강진단,permit_service,식품위생법 제40조 제1항 단서에 따른 건강진단 예외 관련 문서,document,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=840&ccfNo=4&cciNo=2&cnpClsNo=1,건강진단,건강진단 > 건강진단의 실시 건강진단 대상자 식품 또는 식품첨가물(화학적 합성품 또는 기구 등의 살균·소독제는,easylaw_840_body_ov_csmSeq_840_ccfNo_4_cciNo_2_cnpClsNo_1,evchunk_1d82c8ccf43c7c,"다만, 다른 법령에 따라 같은 내용의 건강진단을 받는 경우에는 「식품위생법」 에 따른 건강진단을 받은 것으로 봅니다( 「식품위생법」 제40조 제1항 단서).","다만, 다른 법령에 따라 같은 내용의 건강진단을 받는 경우에는 「식품위생법」 에 따른 건강진단을 받은 것으로 봅니다"
건강진단,permit_service,식품위생법 제40조 제1항 본문 및 시행규칙 제49조 제1항 본문,document,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=840&ccfNo=4&cciNo=2&cnpClsNo=1,건강진단,건강진단 > 건강진단의 실시 건강진단 대상자 식품 또는 식품첨가물(화학적 합성품 또는 기구 등의 살균·소독제는,easylaw_840_body_ov_csmSeq_840_ccfNo_4_cciNo_2_cnpClsNo_1,evchunk_1d82c8ccf43c7c,인쇄체크 건강진단의 실시 건강진단 대상자 식품 또는 식품첨가물(화학적 합성품 또는 기구 등의 살균·소독제는 제외)을 채취·제조·가공·조리·저장·운반 또는 판매하는 일에 직접 종사하는 종업원은 건강진단을 받아야 합니다( 「식품위생법」 제40조 제1항 본문 및 「식품위생법 시행규칙」 제49조 제1항 본문).,건강진단의 실시 건강진단 대상자 식품 또는 식품첨가물(화학적 합성품 또는 기구 등의 살균·소독제는 제외)을 채취·제조·가공·조리·저장·운반 또는 판매하는 일에 직접 종사하는 종업원은 건강진단을 받아야 합니다
고객과의 분쟁 해결,permit_service,교육이수증,document,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=840&ccfNo=1&cciNo=2&cnpClsNo=1,고객과의 분쟁 해결,고객과의 분쟁 해결 > 고객과의 분쟁 해결,easylaw_840_body_ov_csmSeq_840_ccfNo_1_cciNo_2_cnpClsNo_1,evchunk_8452cdbb2c78c6,본문 100문 100답 판례 관련법령 고객과의 분쟁 해결 음식점 영업자는 음식점에서 발생한 분실물에 대해 그 손해를 배상할 책임이 있습니다.,
고객과의 분쟁 해결,permit_service,식품위생법 제80조 제1항제3호,document,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=840&ccfNo=1&cciNo=2&cnpClsNo=1,고객과의 분쟁 해결,고객과의 분쟁 해결 > 음식점에서 식중독이 발생한 경우 위해식품의 판매에 따른 처벌 음식점에서 만든 음식을 먹고,easylaw_840_body_ov_csmSeq_840_ccfNo_1_cciNo_2_cnpClsNo_1,evchunk_b1e3eefd52bc99,조리사에 대한 처벌 조리사가 식중독이나 그 밖에 위생과 관련한 중대한 사고 발생에 직무상의 책임이 있는 경우에는 그 면허가 취소되거나 6개월 이내의 업무정지 처분을 받을 수 있습니다( 「식품위생법」 제80조 제1항제3호).,
고객과의 분쟁 해결,permit_service,식품위생법 제94조 제1항제1호,document,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=840&ccfNo=1&cciNo=2&cnpClsNo=1,고객과의 분쟁 해결,고객과의 분쟁 해결 > 음식점에서 식중독이 발생한 경우 위해식품의 판매에 따른 처벌 음식점에서 만든 음식을 먹고,easylaw_840_body_ov_csmSeq_840_ccfNo_1_cciNo_2_cnpClsNo_1,evchunk_b1e3eefd52bc99,위해식품 등의 판매 등 금지 의무를 위반한 경우에는 10년 이하의 징역 또는 1억원 이하의 벌금에 처해지거나 징역과 벌금이 병과될 수 있습니다( 「식품위생법」 제94조 제1항제1호).,
고객과의 분쟁 해결,permit_service,식품위생법 제94조 제2항,document,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=840&ccfNo=1&cciNo=2&cnpClsNo=1,고객과의 분쟁 해결,고객과의 분쟁 해결 > 음식점에서 식중독이 발생한 경우 위해식품의 판매에 따른 처벌 음식점에서 만든 음식을 먹고,easylaw_840_body_ov_csmSeq_840_ccfNo_1_cciNo_2_cnpClsNo_1,evchunk_b1e3eefd52bc99,위해식품 등의 판매 등 금지 의무 위반에 따라 금고이상의 형을 선고받고 그형이 확정된 후 5년 이내에 다시 이를 위반한 경우에는 1년 이상 10년 이하의 징역에 처해집니다( 「식품위생법」 제94조 제2항).,
근로 계약 및 채용,permit_service,고용허가서 발급 관련 서류,document,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=840&ccfNo=4&cciNo=1&cnpClsNo=1,근로 계약 및 채용,근로 계약 및 채용 > 퇴직금의 지급 퇴직금제도의 설정 퇴직금제도를 설정하려는 사용자는 계속근로기간 1년에 대해 30일분 이상의,easylaw_840_body_ov_csmSeq_840_ccfNo_4_cciNo_1_cnpClsNo_1,evchunk_5e6682b62d147a,"채용할 근로자를 선정하면 고용허가서를 발급받고( 「외국인근로자의 고용 등에 관한 법률」 제8조 제4항), 외국인근로자와 근로계약을 체결해야 해요( 「외국인근로자의 고용 등에 관한 법률」 제9조 제1항).",
근로 계약 및 채용,permit_service,교육이수증,document,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=840&ccfNo=4&cciNo=1&cnpClsNo=1,근로 계약 및 채용,근로 계약 및 채용 > 퇴직금의 지급 퇴직금제도의 설정 퇴직금제도를 설정하려는 사용자는 계속근로기간 1년에 대해 30일분 이상의,easylaw_840_body_ov_csmSeq_840_ccfNo_4_cciNo_1_cnpClsNo_1,evchunk_5e6682b62d147a,퇴직금 지급 대상 퇴직금은 1년 이상 계속 근로한 근로자가 퇴직하는 경우 지급합니다( 「근로자퇴직급여 보장법」 제8조 제1항).,
근로 계약 및 채용,permit_service,교육이수증,document,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=840&ccfNo=4&cciNo=1&cnpClsNo=1,근로 계약 및 채용,근로 계약 및 채용 > 근로자의 근무 여건 최저임금의 보장 사용자는 최저임금의 적용을 받는 근로자에게 최저임금액 이상의,easylaw_840_body_ov_csmSeq_840_ccfNo_4_cciNo_1_cnpClsNo_1,evchunk_5ec3ec44b0540c,"인쇄체크 근로자의 근무 여건 최저임금의 보장 사용자는 최저임금의 적용을 받는 근로자에게 최저임금액 이상의 임금을 지급해야 합니다( 「최저임금법」 제6조 제1항). ※ 2026년 1월 1일부터 2026년 12월 31일까지의 최저임금액은 10,320원입니다( 「2026년 적용 최저임금 고시」 ).",
근로 계약 및 채용,permit_service,근로계약서,document,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=840&ccfNo=4&cciNo=1&cnpClsNo=1,근로 계약 및 채용,근로 계약 및 채용 > 근로계약의 체결 근로계약이란?,easylaw_840_body_ov_csmSeq_840_ccfNo_4_cciNo_1_cnpClsNo_1,evchunk_f6c82bd8aa35b9,근로계약서 작성 사용자는 근로계약을 체결할 때에 근로자에게 다음의 사항을 명시해야 합니다.,
근로 계약 및 채용,permit_service,외국인근로자 채용 관련 서류,document,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=840&ccfNo=4&cciNo=1&cnpClsNo=1,근로 계약 및 채용,근로 계약 및 채용 > 퇴직금의 지급 퇴직금제도의 설정 퇴직금제도를 설정하려는 사용자는 계속근로기간 1년에 대해 30일분 이상의,easylaw_840_body_ov_csmSeq_840_ccfNo_4_cciNo_1_cnpClsNo_1,evchunk_5e6682b62d147a,"외국인근로자를 채용하려면 우선, 고용지원센터에 내국인 근로자 구인신청을 하고, 7일 이상 내국인근로자를 채용하기 위한 노력을 해야 해요( 「외국인근로자의 고용 등에 관한 법률」 제6조 제1항, 「외국인근로자의 고용 등에 관한 법률 시행령」 제13조의4 제2호 및 「외국인근로자의 고용 등에 관한 법률 시행규칙」 제5조의2 제1항제2호)",
근로 계약 및 채용,permit_service,외국인근로자의 채용 및 고용 관련 서류,document,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=840&ccfNo=4&cciNo=1&cnpClsNo=1,근로 계약 및 채용,근로 계약 및 채용 > 퇴직금의 지급 퇴직금제도의 설정 퇴직금제도를 설정하려는 사용자는 계속근로기간 1년에 대해 30일분 이상의,easylaw_840_body_ov_csmSeq_840_ccfNo_4_cciNo_1_cnpClsNo_1,evchunk_5e6682b62d147a,"이처럼 외국인근로자를 채용한 경우에도 내국인근로자와 동등하게 대우하고 국내법에 따라 권익을 보호하는 조치를 해야 한다는 것, 꼭 명심하세요~! ※ 외국인 근로자의 채용 및 고용 등에 관한 자세한 내용은 이 사이트의 『외국인근로자 취업』 에서 확인할 수 있습니다.",
근로 계약 및 채용,permit_service,취직인허증,document,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=840&ccfNo=4&cciNo=1&cnpClsNo=1,근로 계약 및 채용,근로 계약 및 채용 > 청소년의 채용 청소년 채용의 나이 제한 15세 미만인 사람( 「초·중등교육법」 에 따른,easylaw_840_body_ov_csmSeq_840_ccfNo_4_cciNo_1_cnpClsNo_1,evchunk_927da5db44f891,13세 이상 15세 미만인 사람으로서 고용노동부장관이 발급한 취직인허증(就職認許證)을 지닌 자는 근로자로 사용할 수 있습니다,
근로 계약 및 채용,permit_service,퇴직급여 관련 규정,document,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=840&ccfNo=4&cciNo=1&cnpClsNo=1,근로 계약 및 채용,근로 계약 및 채용 > 퇴직금의 지급 퇴직금제도의 설정 퇴직금제도를 설정하려는 사용자는 계속근로기간 1년에 대해 30일분 이상의,easylaw_840_body_ov_csmSeq_840_ccfNo_4_cciNo_1_cnpClsNo_1,evchunk_5e6682b62d147a,퇴직금 지급 사용자는 근로자가 퇴직한 경우에는 그 지급사유가 발생한 날부터 14일 이내에 퇴직금을 지급해야 합니다( 「근로자퇴직급여 보장법」 제9조 본문).,
금연구역의 지정,permit_service,교육이수증,document,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=840&ccfNo=3&cciNo=1&cnpClsNo=2,금연구역의 지정,금연구역의 지정 > 흡연실의 설치 금연구역에서의 흡연실 설치 음식점의 소유자·점유자 또는 관리자는 해당 음식점에 흡연자를,easylaw_840_body_ov_csmSeq_840_ccfNo_3_cciNo_1_cnpClsNo_2,evchunk_f4ccd4a7ff1f64,"예시) 2) 건물 또는 시설의 규모나 구조에 따라 표지판 또는 스티커의 크기를 다르게 할 수 있으며, 바탕색 및 글씨 색상 등은 그 내용이 눈에 잘 띄도록 배색해야 합니다.",
금연구역의 지정,permit_service,실내 밀폐 공간 규정 관련 문서,document,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=840&ccfNo=3&cciNo=1&cnpClsNo=2,금연구역의 지정,금연구역의 지정 > 흡연실의 설치 금연구역에서의 흡연실 설치 음식점의 소유자·점유자 또는 관리자는 해당 음식점에 흡연자를,easylaw_840_body_ov_csmSeq_840_ccfNo_3_cciNo_1_cnpClsNo_2,evchunk_f4ccd4a7ff1f64,건물 내에 흡연실을 설치하는 경우 해당 시설의 규모나 특성 및 이용자 중 흡연자 수 등을 고려하여 담배 연기가 실내로 유입되지 않도록 실내와 완전히 차단된 밀폐 공간으로 해야 합니다.,
금연구역의 지정,permit_service,실외 흡연영역 경계 표식 필요,document,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=840&ccfNo=3&cciNo=1&cnpClsNo=2,금연구역의 지정,금연구역의 지정 > 흡연실의 설치 금연구역에서의 흡연실 설치 음식점의 소유자·점유자 또는 관리자는 해당 음식점에 흡연자를,easylaw_840_body_ov_csmSeq_840_ccfNo_3_cciNo_1_cnpClsNo_2,evchunk_f4ccd4a7ff1f64,"1) 실외에 흡연실을 설치하는 경우 자연 환기가 가능하도록 하고, 부득이한 경우에는 별도로 환기시설을 설치해야 합니다. 이 경우 해당 흡연실을 덮을 수 있는 지붕 및 바람막이 등을 설치할 수 있습니다.",
금연구역의 지정,permit_service,표지 부착 및 표지 설치 의무 고지,document,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=840&ccfNo=3&cciNo=1&cnpClsNo=2,금연구역의 지정,"금연구역의 지정 > 금연구역의 지정 금연구역 지정 대상 휴게음식점, 일반음식점, 제과점 및 식품자동판매기 영업소(이하 “음식점”이라",easylaw_840_body_ov_csmSeq_840_ccfNo_3_cciNo_1_cnpClsNo_2,evchunk_f3d67fcb857e69,해당 시설의 전체를 금연구역으로 지정하고 금연구역을 알리는 표지를 설치해야 합니다,해당 시설의 전체를 금연구역으로 지정하고 금연구역을 알리는 표지를 설치해야 합니다
금연구역의 지정,permit_service,표지 설치 지침,document,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=840&ccfNo=3&cciNo=1&cnpClsNo=2,금연구역의 지정,"금연구역의 지정 > 금연구역의 지정 금연구역 지정 대상 휴게음식점, 일반음식점, 제과점 및 식품자동판매기 영업소(이하 “음식점”이라",easylaw_840_body_ov_csmSeq_840_ccfNo_3_cciNo_1_cnpClsNo_2,evchunk_f3d67fcb857e69,다음에 따른 표지판 또는 스티커에는 다음과 같은 사항이 포함되어야 합니다,표지 설치 항목의 내용은 표지판 또는 스티커의 설치를 규정
