node_id,node_type,name,normalized_name,source_document_id,chunk_id,source_type,source_url,title,section_path,claim_count
n_3938e86f5ff9363e,business_alias,고깃집,고깃집,law_식품위생법_시행령,evchunk_b5f18c78826863,law.go.kr,https://www.law.go.kr/DRF/lawService.do?OC=REDACTED&target=law&ID=004097&type=JSON,식품위생법 시행령 제21조 영업의 종류,식품위생법 시행령 제21조 영업의 종류,1
n_c7ddc6603d667de8,business_alias,김밥집,김밥집,law_식품위생법_시행령,evchunk_b5f18c78826863,law.go.kr,https://www.law.go.kr/DRF/lawService.do?OC=REDACTED&target=law&ID=004097&type=JSON,식품위생법 시행령 제21조 영업의 종류,식품위생법 시행령 제21조 영업의 종류,1
n_ec5fa469453a786e,business_alias,디저트카페,디저트카페,ontology_seed,,ontology,,cafe_restaurant_mvp ontology seed,seed_claims,1
n_5f8506801dd36488,business_alias,떡볶이집,떡볶이집,law_식품위생법_시행령,evchunk_b5f18c78826863,law.go.kr,https://www.law.go.kr/DRF/lawService.do?OC=REDACTED&target=law&ID=004097&type=JSON,식품위생법 시행령 제21조 영업의 종류,식품위생법 시행령 제21조 영업의 종류,1
n_5de541b5cc360ade,business_alias,분식집,분식집,law_식품위생법_시행령,evchunk_b5f18c78826863,law.go.kr,https://www.law.go.kr/DRF/lawService.do?OC=REDACTED&target=law&ID=004097&type=JSON,식품위생법 시행령 제21조 영업의 종류,식품위생법 시행령 제21조 영업의 종류,1
n_2c60cbfae02bf875,business_alias,삼겹살집,삼겹살집,law_식품위생법_시행령,evchunk_b5f18c78826863,law.go.kr,https://www.law.go.kr/DRF/lawService.do?OC=REDACTED&target=law&ID=004097&type=JSON,식품위생법 시행령 제21조 영업의 종류,식품위생법 시행령 제21조 영업의 종류,1
n_b32bf5694c0e8017,business_alias,일반음식점,일반음식점,gov24_food_business_report,evchunk_b05df99a45d63a,gov24,https://www.gov.kr/mw/AA020InfoCappView.do?CappBizCD=14600000021&HighCtgCD=A09006&tp_seq=02,식품관련영업신고,식품관련영업신고 > 기본정보,1
n_248ac38a75c80b78,business_alias,치킨집,치킨집,law_식품위생법_시행령,evchunk_b5f18c78826863,law.go.kr,https://www.law.go.kr/DRF/lawService.do?OC=REDACTED&target=law&ID=004097&type=JSON,식품위생법 시행령 제21조 영업의 종류,식품위생법 시행령 제21조 영업의 종류,1
n_a90a263f10f85880,business_alias,카페,카페,ontology_seed,,ontology,,cafe_restaurant_mvp ontology seed,seed_claims,2
n_f58e29cb36f6ee5d,check_item,3년마다 타당성 검토,3년마다 타당성 검토,law_식품위생법_시행규칙,evchunk_d410bb7336ad83,law.go.kr,https://www.law.go.kr/DRF/lawService.do?OC=REDACTED&target=law&ID=007634&type=JSON,식품위생법 시행규칙 제99조 규제의 재검토,식품위생법 시행규칙 제99조 규제의 재검토,1
n_d90194f659a49489,check_item,60일 이내에 위생등급을 지정하고 위생등급 지정서를 발급해야 한다,60일 이내에 위생등급을 지정하고 위생등급 지정서를 발급해야 한다,law_식품위생법_시행규칙,evchunk_57dab26b873772,law.go.kr,https://www.law.go.kr/DRF/lawService.do?OC=REDACTED&target=law&ID=007634&type=JSON,식품위생법 시행규칙 제61조 위생등급의 지정절차 및 위생등급 공표ㆍ표시의 방법 등,식품위생법 시행규칙 제61조 위생등급의 지정절차 및 위생등급 공표ㆍ표시의 방법 등,1
n_7da438251130ddd6,check_item,LPG 사용 여부 확인,lpg 사용 여부 확인,easylaw_1966_body_v_csmSeq_1966_ccfNo_1_cciNo_3_cnpClsNo_2,evchunk_bd4f223f0b6fbf,easylaw,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=1966&ccfNo=1&cciNo=3&cnpClsNo=2,푸드트럭 창업·운영 / 액화석유가스 완성검사,"푸드트럭 창업·운영 / 액화석유가스 완성검사 > 액화석유가스 (LPG, LP 가스 ) 사용시설의 설치와 검사 액화석유가스 사용시설 설치 및",1
n_aa66fccbc991fbcc,check_item,"QR코드 본 페이지의 접수처리기관, 처리기한, 구비서류 등의 안내정보를 직접 확인할 수 있도록 QR코드를 등록해 두었습니다. 다운로드","qr코드 본 페이지의 접수처리기관, 처리기한, 구비서류 등의 안내정보를 직접 확인할 수 있도록 qr코드를 등록해 두었습니다. 다운로드",gov24_public_hygiene_report,evchunk_atomic_d0911f2e429900b7,gov24,https://www.gov.kr/mw/AA020InfoCappView.do?CappBizCD=14600000292,공중위생영업신고,"공중위생영업신고 > 민원인이 제출하지 않아도 되는 서류 > QR코드 본 페이지의 접수처리기관, 처리기한, 구비서류 등의 안내정보를 직접 확인할 수 있도록 QR코드를 등록해 두었습니다. 다운로드",1
n_cccce6cbc42052b0,check_item,「다중이용업소의 안전관리에 관한 특별법」 제9조제5항에 따라 소방본부장 또는 소방서장이 발급하는 안전시설등 완비증명서,「다중이용업소의 안전관리에 관한 특별법」 제9조제5항에 따라 소방본부장 또는 소방서장이 발급하는 안전시설등 완비증명서,gov24_public_hygiene_report,evchunk_atomic_213a4dfa7b255af3,gov24,https://www.gov.kr/mw/AA020InfoCappView.do?CappBizCD=14600000292,공중위생영업신고,공중위생영업신고 > 민원인이 제출하지 않아도 되는 서류 > 「다중이용업소의 안전관리에 관한 특별법」 제9조제5항에 따라 소방본부장 또는 소방서장이 발급하는 안전시설등 완비증명서,1
n_f919f019ae448129,check_item,가맹계약서의 내용 불일치 여부 확인,가맹계약서의 내용 불일치 여부 확인,easylaw_706_body_ov_csmSeq_706_ccfNo_2_cciNo_1_cnpClsNo_1,evchunk_10720d3f7a337c,easylaw,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=706&ccfNo=2&cciNo=1&cnpClsNo=1,독립창업과 가맹사업 창업,독립창업과 가맹사업 창업 > 가맹사업 창업을 하기로 결정했다면 다음 사항을 확인하세요. 관심업종에 대한 사전 조사 가맹점,1
n_d17357032635173f,check_item,가맹계약서의 확인,가맹계약서의 확인,easylaw_706_body_ov_csmSeq_706_ccfNo_2_cciNo_1_cnpClsNo_1,evchunk_f98efc99f1b53a,easylaw,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=706&ccfNo=2&cciNo=1&cnpClsNo=1,독립창업과 가맹사업 창업,독립창업과 가맹사업 창업 > 가맹사업 창업을 하기로 결정했다면 다음 사항을 확인하세요. 관심업종에 대한 사전 조사 가맹점,1
n_362a595702fd568a,check_item,가맹본부 후보 열람 및 상세자료 요구 여부,가맹본부 후보 열람 및 상세자료 요구 여부,easylaw_706_body_ov_csmSeq_706_ccfNo_2_cciNo_1_cnpClsNo_1,evchunk_8fa5d2cdb27fd6,easylaw,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=706&ccfNo=2&cciNo=1&cnpClsNo=1,독립창업과 가맹사업 창업,독립창업과 가맹사업 창업 > 가맹사업 창업을 하기로 결정했다면 다음 사항을 확인하세요. 관심업종에 대한 사전 조사 가맹점,1
n_860b62fd6f68ee66,check_item,가맹사업 관련 교육 이수 여부 확인,가맹사업 관련 교육 이수 여부 확인,easylaw_706_body_ov_csmSeq_706_ccfNo_2_cciNo_1_cnpClsNo_1,evchunk_a201849f3da240,easylaw,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=706&ccfNo=2&cciNo=1&cnpClsNo=1,독립창업과 가맹사업 창업,독립창업과 가맹사업 창업 > 독립창업과 가맹사업 창업,1
n_c9a87dc4dd0d7feb,check_item,가맹사업 창업 관련 교육 여부 확인,가맹사업 창업 관련 교육 여부 확인,easylaw_706_body_ov_csmSeq_706_ccfNo_2_cciNo_1_cnpClsNo_1,evchunk_b79a8cd7c2b4dc,easylaw,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=706&ccfNo=2&cciNo=1&cnpClsNo=1,독립창업과 가맹사업 창업,독립창업과 가맹사업 창업 > 독립창업과 가맹사업 창업의 차이점을 알아볼까요?,1
n_cffd2d478ec91fb6,check_item,가입자격 요건 확인,가입자격 요건 확인,easylaw_706_body_ov_csmSeq_706_ccfNo_4_cciNo_2_cnpClsNo_2,evchunk_873cd7bbfc4600,easylaw,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=706&ccfNo=4&cciNo=2&cnpClsNo=2,4대 보험,4대 보험 > 자영업자 본인을 위한 고용보험에 가입할 수 있습니다.,1
n_b7d86ef46d18b789,check_item,가족관계증명서,가족관계증명서,law_식품위생법_시행규칙,evchunk_d75c868965ed8f,law.go.kr,https://www.law.go.kr/DRF/lawService.do?OC=REDACTED&target=law&ID=007634&type=JSON,식품위생법 시행규칙 제48조 영업자 지위승계 신고,식품위생법 시행규칙 제48조 영업자 지위승계 신고,1
n_9881508b3a81e217,check_item,간이과세 포기,간이과세 포기,easylaw_839_body_ov_csmSeq_839_ccfNo_6_cciNo_1_cnpClsNo_1,evchunk_dd4282f22b0c22,easylaw,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=839&ccfNo=6&cciNo=1&cnpClsNo=1,사업자 유형의 결정,사업자 유형의 결정 > 과세유형의 결정 간이과세의 신고 신규로 음식점을 시작하는 개인사업자는 사업을 시작한 날이 속하는,1
n_1f53c9783361aab2,check_item,간판 규격 위치 표시방법 확인,간판 규격 위치 표시방법 확인,gov24_outdoor_ad_permit_report,evchunk_817c8d4b3c0cb4,gov24,https://www.gov.kr/mw/AA020InfoCappView.do?CappBizCD=13100000152&HighCtgCD=A09006,옥외광고물 등의 표시허가(신고),옥외광고물 등의 표시허가(신고) > 민원인이 제출해야하는 서류,2
n_0e8c3b9137a1f9fa,check_item,간편장부 기장 여부 확인,간편장부 기장 여부 확인,easylaw_706_body_ov_csmSeq_706_ccfNo_4_cciNo_3_cnpClsNo_1,evchunk_3396ead33011f5,easylaw,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=706&ccfNo=4&cciNo=3&cnpClsNo=1,세금의 납부,세금의 납부 > 매년 발생되는 영업소득에 대해서는 소득세를 납부해야 합니다.,1
n_2c477fda1f167ac6,check_item,객석 설치 시 칸막이 규정,객석 설치 시 칸막이 규정,easylaw_706_body_ov_csmSeq_706_ccfNo_3_cciNo_3_cnpClsNo_2,evchunk_a99cc454674dc8,easylaw,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=706&ccfNo=3&cciNo=3&cnpClsNo=2,영업설비,영업설비 > 시설 및 설비기준에 맞게 시설을 설치해야 합니다.,1
n_0526be00efcddf81,check_item,객실 규정,객실 규정,easylaw_706_body_ov_csmSeq_706_ccfNo_3_cciNo_3_cnpClsNo_2,evchunk_a99cc454674dc8,easylaw,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=706&ccfNo=3&cciNo=3&cnpClsNo=2,영업설비,영업설비 > 시설 및 설비기준에 맞게 시설을 설치해야 합니다.,1
n_40b8e2e4406de47f,check_item,거래기록 보관 여부 확인,거래기록 보관 여부 확인,law_식품위생법_시행규칙,evchunk_00869ca8b779ff,law.go.kr,https://www.law.go.kr/DRF/lawService.do?OC=REDACTED&target=law&ID=007634&type=JSON,식품위생법 시행규칙 제98조 벌칙에서 제외되는 사항,식품위생법 시행규칙 제98조 벌칙에서 제외되는 사항,1
n_f105a974ac88b851,check_item,건강기능식품 영업신고 결격 사유 유무 건강기능식품 일반판매업 한시적 영업신고 결격 사유 유무,건강기능식품 영업신고 결격 사유 유무 건강기능식품 일반판매업 한시적 영업신고 결격 사유 유무,gov24_health_functional_food_report,evchunk_atomic_1bd5ac1dce4b65f4,gov24,https://www.gov.kr/mw/AA020InfoCappView.do?CappBizCD=14700000484&HighCtgCD=A09006,건강기능식품 영업신고,건강기능식품 영업신고 > 민원인이 제출하지 않아도 되는 서류 > 건강기능식품 영업신고 결격 사유 유무 건강기능식품 일반판매업 한시적 영업신고 결격 사유 유무,1
n_f7b68f46fa2d5db2,check_item,건강진단 및 식품위생에 관한 교육 이수 여부,건강진단 및 식품위생에 관한 교육 이수 여부,easylaw_706_body_easylaw_go_kr_CSP_CsmMain_laf_csmSeq_706,evchunk_3ec2036af675ae,easylaw,https://www.easylaw.go.kr/CSP/CsmMain.laf?csmSeq=706,커피전문점 창업ㆍ운영,커피전문점 창업ㆍ운영 > 커피전문점 창업·운영 개요 사전준비 커피전문점은 독립적으로 창업을 하는 방법과 가맹사업의 형태로 창업하는,1
n_1cea7a228c6923b8,check_item,건강진단 시기,건강진단 시기,easylaw_840_body_ov_csmSeq_840_ccfNo_4_cciNo_2_cnpClsNo_1,evchunk_1d82c8ccf43c7c,easylaw,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=840&ccfNo=4&cciNo=2&cnpClsNo=1,건강진단,건강진단 > 건강진단의 실시 건강진단 대상자 식품 또는 식품첨가물(화학적 합성품 또는 기구 등의 살균·소독제는,1
n_fa34eeebd34dcc8c,check_item,건강진단결과서,건강진단결과서,law_식품위생법_시행규칙,evchunk_d75c868965ed8f,law.go.kr,https://www.law.go.kr/DRF/lawService.do?OC=REDACTED&target=law&ID=007634&type=JSON,식품위생법 시행규칙 제48조 영업자 지위승계 신고,식품위생법 시행규칙 제48조 영업자 지위승계 신고,5
n_2715c586a68e381f,check_item,건강진단결과서 확인 여부,건강진단결과서 확인 여부,easylaw_839_body_ov_csmSeq_839_ccfNo_5_cciNo_2_cnpClsNo_1,evchunk_c8a0235b5f0688,easylaw,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=839&ccfNo=5&cciNo=2&cnpClsNo=1,영업자 지위의 승계,영업자 지위의 승계 > 영업자 지위승계 신고 지위승계 신고 영업자의 지위를 승계한 자는 1개월 이내에 그,1
n_ab41961e72aef001,check_item,건강진단을 받지 않거나 건강진단 결과 타인에게 위해를 끼칠 우려가 있는 질병이 있는 자를 그 영업에 종사시키지 못합니다,건강진단을 받지 않거나 건강진단 결과 타인에게 위해를 끼칠 우려가 있는 질병이 있는 자를 그 영업에 종사시키지 못합니다,easylaw_840_body_ov_csmSeq_840_ccfNo_4_cciNo_2_cnpClsNo_1,evchunk_c40d3d6e62e9d7,easylaw,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=840&ccfNo=4&cciNo=2&cnpClsNo=1,건강진단,건강진단 > 질병인정 시 영업 종사의 제한 영업 종사의 제한 건강진단을 받은 결과 타인에게,1
n_fc1b88ba92fce7df,check_item,건물 등기부 등 권리관계 확인,건물 등기부 등 권리관계 확인,easylaw_706_body_ov_csmSeq_706_ccfNo_3_cciNo_1_cnpClsNo_1,evchunk_578f824e029007,easylaw,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=706&ccfNo=3&cciNo=1&cnpClsNo=1,상가건물에 대한 확인,상가건물에 대한 확인 > 상가건물에 대한 확인,1
n_721580a1ca9d7272,check_item,건물 소유자와 관리인 권한 확인,건물 소유자와 관리인 권한 확인,gov24_food_business_report,evchunk_9dddfe6a5ea01c,gov24,https://www.gov.kr/mw/AA020InfoCappView.do?CappBizCD=14600000021&HighCtgCD=A09006&tp_seq=02,식품관련영업신고,식품관련영업신고 > 민원인이 제출하지 않아도 되는 서류,2
n_14ef42cc2ae4338b,check_item,건물 임차 전 점포 확인,건물 임차 전 점포 확인,easylaw_706_body_ov_csmSeq_706_ccfNo_1_cciNo_1_cnpClsNo_1,evchunk_fc3c8ee4291c38,easylaw,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=706&ccfNo=1&cciNo=1&cnpClsNo=1,커피전문점 창업,커피전문점 창업 > 커피전문점 창업·운영 개요 사전준비 커피전문점은 독립적으로 창업을 하는 방법과 가맹사업의 형태로 창업하는,1
n_68145bc1237f84cb,check_item,"건물등기사항증명서 및 건축물 대장 QR코드 본 페이지의 접수처리기관, 처리기한, 구비서류 등의 안내정보를 직접 확인할 수 있도록 QR코드를 등록해 두었습니다. 다운로드","건물등기사항증명서 및 건축물 대장 qr코드 본 페이지의 접수처리기관, 처리기한, 구비서류 등의 안내정보를 직접 확인할 수 있도록 qr코드를 등록해 두었습니다. 다운로드",gov24_tobacco_retailer_designation,evchunk_atomic_21f544515ebfcbe1,gov24,https://www.gov.kr/mw/AA020InfoCappView.do?CappBizCD=11900000008&HighCtgCD=A09006,담배소매인 지정신청,"담배소매인 지정신청 > 민원인이 제출하지 않아도 되는 서류 > 건물등기사항증명서 및 건축물 대장 QR코드 본 페이지의 접수처리기관, 처리기한, 구비서류 등의 안내정보를 직접 확인할 수 있도록 QR코드를 등록해 두었습니다. 다운로드",1
n_04ce0918bb7bb300,check_item,건축물 용도 적합 여부 확인,건축물 용도 적합 여부 확인,easylaw_839_body_ov_csmSeq_839_ccfNo_2_cciNo_1_cnpClsNo_1,evchunk_8ffd7872cbd3dc,easylaw,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=839&ccfNo=2&cciNo=1&cnpClsNo=1,음식점 영업이 가능한 입지,음식점 영업이 가능한 입지 > 음식점 영업이 가능한 입지,1
n_3d4f0bd1264fd722,check_item,건축물대장,건축물대장,law_식품위생법_시행규칙,evchunk_7153d7e2b8913f,law.go.kr,https://www.law.go.kr/DRF/lawService.do?OC=REDACTED&target=law&ID=007634&type=JSON,식품위생법 시행규칙 제42조 영업의 신고 등,식품위생법 시행규칙 제42조 영업의 신고 등,3
n_4bb5f8ea00bc7fc1,check_item,건축물대장 또는 「건축법」 제22조제3항제2호에 따른 건축물의 임시사용 승인서,건축물대장 또는 「건축법」 제22조제3항제2호에 따른 건축물의 임시사용 승인서,gov24_food_business_report,evchunk_atomic_52be0b579005c4eb,gov24,https://www.gov.kr/mw/AA020InfoCappView.do?CappBizCD=14600000021&HighCtgCD=A09006&tp_seq=02,식품관련영업신고,식품관련영업신고 > 민원인이 제출하지 않아도 되는 서류 > 건축물대장 또는 「건축법」 제22조제3항제2호에 따른 건축물의 임시사용 승인서,2
n_9d2cfe16436c194a,check_item,건축물대장 또는 건축물 임시사용 승인서,건축물대장 또는 건축물 임시사용 승인서,gov24_food_business_report,evchunk_gov24_food_business_official_check_02,gov24,https://www.gov.kr/mw/AA020InfoCappView.do?CappBizCD=14600000021&HighCtgCD=A09006&tp_seq=02,식품관련영업신고,식품관련영업신고 > 민원인이 제출하지 않아도 되는 서류 > 건축물대장 또는 건축물 임시사용 승인서,1
n_42c61c5fded03ed1,check_item,건축물대장 용도 확인,건축물대장 용도 확인,gov24_food_business_report,evchunk_9dddfe6a5ea01c,gov24,https://www.gov.kr/mw/AA020InfoCappView.do?CappBizCD=14600000021&HighCtgCD=A09006&tp_seq=02,식품관련영업신고,식품관련영업신고 > 민원인이 제출하지 않아도 되는 서류,2
n_2a5dc60d420e1c1b,check_item,게시문 부착 여부 점검,게시문 부착 여부 점검,easylaw_839_body_ov_csmSeq_839_ccfNo_5_cciNo_1_cnpClsNo_2,evchunk_c75c343a153c4c,easylaw,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=839&ccfNo=5&cciNo=1&cnpClsNo=2,영업허가,"영업허가 > 위반 시 제재 영업소 폐쇄 조치 식품의약품안전처장, 시·도지사 또는 시장·군수·구청장은 허가를 받지",1
n_0e4704d801775500,check_item,견본 제출 요구 시점 판단,견본 제출 요구 시점 판단,law_주류_면허_등에_관한_법률,evchunk_f0b6b902b647f9,law.go.kr,https://www.law.go.kr/DRF/lawService.do?OC=REDACTED&target=law&MST=286429&type=JSON,주류 면허 등에 관한 법률 제33조 견본 제출 요구,주류 면허 등에 관한 법률 제33조 견본 제출 요구,1
n_e824ba5926e35dfb,check_item,경미한 사항 해당 여부 확인,경미한 사항 해당 여부 확인,law_식품위생법_시행규칙,evchunk_00869ca8b779ff,law.go.kr,https://www.law.go.kr/DRF/lawService.do?OC=REDACTED&target=law&ID=007634&type=JSON,식품위생법 시행규칙 제98조 벌칙에서 제외되는 사항,식품위생법 시행규칙 제98조 벌칙에서 제외되는 사항,1
n_8f306af76e77e70c,check_item,경쟁점포와의 거리 및 고객 동선 확인,경쟁점포와의 거리 및 고객 동선 확인,easylaw_706_body_ov_csmSeq_706_ccfNo_2_cciNo_2_cnpClsNo_1,evchunk_010d0734a0d028,easylaw,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=706&ccfNo=2&cciNo=2&cnpClsNo=1,상권 및 입지분석,상권 및 입지분석 > 특별히 커피전문점에 적합한 입지를 찾아야 합니다.,1
n_029567430c1fd9eb,check_item,공유주방 운영업 또는 입점 형태 확인,공유주방 운영업 또는 입점 형태 확인,ontology_seed,,ontology,,cafe_restaurant_mvp ontology seed,seed_claims,1
n_8a04d3c5afdb4129,check_item,공휴일 및 대체공휴일의 유급 보장,공휴일 및 대체공휴일의 유급 보장,easylaw_840_body_ov_csmSeq_840_ccfNo_4_cciNo_1_cnpClsNo_1,evchunk_5ec3ec44b0540c,easylaw,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=840&ccfNo=4&cciNo=1&cnpClsNo=1,근로 계약 및 채용,근로 계약 및 채용 > 근로자의 근무 여건 최저임금의 보장 사용자는 최저임금의 적용을 받는 근로자에게 최저임금액 이상의,1
n_f4df35d8050c6187,check_item,광고물 설치 적합성 점검,광고물 설치 적합성 점검,easylaw_839_body_ov_csmSeq_839_ccfNo_3_cciNo_2_cnpClsNo_2,evchunk_9e552b13b4ffbc,easylaw,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=839&ccfNo=3&cciNo=2&cnpClsNo=2,옥외광고물 설치,옥외광고물 설치 > 옥외광고물 등의 표시 및 설치 제한 광고물 등의 표시가 제한되는 지역 및,1
n_3747f5d46f7b2c35,check_item,교육기관의 지정 여부 확인,교육기관의 지정 여부 확인,law_식품위생법_시행규칙,evchunk_02e22be4230d06,law.go.kr,https://www.law.go.kr/DRF/lawService.do?OC=REDACTED&target=law&ID=007634&type=JSON,식품위생법 시행규칙 제84조 조리사 및 영양사의 교육기관 등,식품위생법 시행규칙 제84조 조리사 및 영양사의 교육기관 등,1
n_b2c2b6b390f71013,check_item,교육대상,교육대상,easylaw_839_body_ov_csmSeq_839_ccfNo_4_cciNo_1_cnpClsNo_2,evchunk_57b48821fa3cad,easylaw,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=839&ccfNo=4&cciNo=1&cnpClsNo=2,식품위생교육,식품위생교육 > 식품 위생교육의 실시 식품위생교육 시간 식품접객업 영업을 하려는 자는 6시간의 식품위생교육을 받아야,1
n_ea092ebf946b8a14,check_item,교육시간 이수 여부 확인,교육시간 이수 여부 확인,easylaw_706_body_ov_csmSeq_706_ccfNo_4_cciNo_1_cnpClsNo_2,evchunk_311e02d206bb2e,easylaw,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=706&ccfNo=4&cciNo=1&cnpClsNo=2,매장운영 시 유의사항,매장운영 시 유의사항 > 커피전문점 영업자는 식품위생교육을 매년 받아야 합니다.,1
n_53895a7cb1808aa3,check_item,교육이수증,교육이수증,easylaw_706_body_ov_csmSeq_706_ccfNo_3_cciNo_2_cnpClsNo_1,evchunk_5e7807782c24ca,easylaw,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=706&ccfNo=3&cciNo=2&cnpClsNo=1,영업신고 및 사업자등록,영업신고 및 사업자등록 > 커피전문점은 휴게음식점으로서 영업신고를 해야 합니다.,1
n_3c69ab22634bf40d,check_item,교육이수증 제출 여부 확인,교육이수증 제출 여부 확인,law_식품위생법_시행규칙,evchunk_ecb6be4efdd12f,law.go.kr,https://www.law.go.kr/DRF/lawService.do?OC=REDACTED&target=law&ID=007634&type=JSON,식품위생법 시행규칙 제94조 집단급식소의 신고 등,식품위생법 시행규칙 제94조 집단급식소의 신고 등,1
n_ee26ed6b15046e39,check_item,권리관계 확인,권리관계 확인,easylaw_706_body_ov_csmSeq_706_ccfNo_3_cciNo_1_cnpClsNo_1,evchunk_bd76e6d5579182,easylaw,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=706&ccfNo=3&cciNo=1&cnpClsNo=1,상가건물에 대한 확인,상가건물에 대한 확인 > 권리관계가 복잡한 건물은 피해야 합니다.,1
