district_code,district_name,graph_function_key,local_task_key,local_task_label,actual_department_name,actual_team_name,phone,jurisdiction_level,source_url,source_title,evidence_text,last_verified_date,office_name,office_address,office_postal_code,office_latitude,office_longitude,office_location_scope,office_location_source_url,office_location_source_title,office_geocode_source,office_geocode_status,office_location_last_verified_date
11140,중구,food_hygiene,food_business_report,식품관련영업신고 및 영업신고증,보건위생과,식품관리팀,02-3396-5645,district,https://www.junggu.seoul.kr/content.do?cmsid=14455,서울시 중구청 부서안내 - 보건위생과,"식품관리팀 주무관 02-3396-5645 민원조사, 신규 식품접객업소 현장 사후점검",2026-06-13,중구청,서울특별시 중구 창경궁로 17,04558,37.5637580,126.9975659,district_office,https://www.seoul.go.kr/seoul/autonomy.do,서울특별시 자치구,static_snapshot,static_snapshot_no_api_key,2026-06-13
11140,중구,food_hygiene,food_admin_disposition_history,기존 업소 행정처분 이력 확인,보건위생과,식품관리팀,02-3396-5653,district,https://www.junggu.seoul.kr/content.do?cmsid=14455,서울시 중구청 부서안내 - 보건위생과,"식품관리팀 주무관 02-3396-5653 단속계획수립, 식품접객지도점검, 민원조사 행정처분",2026-06-13,중구청,서울특별시 중구 창경궁로 17,04558,37.5637580,126.9975659,district_office,https://www.seoul.go.kr/seoul/autonomy.do,서울특별시 자치구,static_snapshot,static_snapshot_no_api_key,2026-06-13
11140,중구,building_register_use,building_register_issue,건축물대장 발급 및 열람,부동산정보과,,,district,https://www.junggu.seoul.kr/content.do?cmsid=14066,서울 중구청 조직도,"중구청 조직도에서 도시디자인과, 건축과, 부동산정보과, 건설관리과, 도심산업과, 보건위생과 등 관련 부서를 확인.",2026-06-13,중구청,서울특별시 중구 창경궁로 17,04558,37.5637580,126.9975659,district_office,https://www.seoul.go.kr/seoul/autonomy.do,서울특별시 자치구,static_snapshot,static_snapshot_no_api_key,2026-06-13
11140,중구,building_register_use,building_use_review,건축물 용도 적합성 확인,건축과,건축관리팀,02-3396-5834,district,https://www.junggu.seoul.kr/content.do?cmsid=14066,서울 중구청 조직도,"중구청 조직도에서 도시디자인과, 건축과, 부동산정보과, 건설관리과, 도심산업과, 보건위생과 등 관련 부서를 확인.",2026-06-13,중구청,서울특별시 중구 창경궁로 17,04558,37.5637580,126.9975659,district_office,https://www.seoul.go.kr/seoul/autonomy.do,서울특별시 자치구,static_snapshot,static_snapshot_no_api_key,2026-06-13
11140,중구,building_register_use,building_violation_review,위반건축물 여부 확인,건축과,건축관리팀,02-3396-5834,district,https://www.junggu.seoul.kr/content.do?cmsid=14066,서울 중구청 조직도,"중구청 조직도에서 도시디자인과, 건축과, 부동산정보과, 건설관리과, 도심산업과, 보건위생과 등 관련 부서를 확인.",2026-06-13,중구청,서울특별시 중구 창경궁로 17,04558,37.5637580,126.9975659,district_office,https://www.seoul.go.kr/seoul/autonomy.do,서울특별시 자치구,static_snapshot,static_snapshot_no_api_key,2026-06-13
11140,중구,fire_safety,fire_safety_completion,안전시설등 완비증명서,관할 소방서,,119 또는 관할 소방서 민원실,fire_station,https://fire.seoul.go.kr,서울소방재난본부,안전시설등 완비증명서는 구청 부서가 아니라 관할 소방서 계열 업무로 분리,2026-06-13,사업장 주소 기준 관할 소방서,사업장 주소 기준 관할 소방서 민원실,,,,business_address_based_fire_station,https://fire.seoul.go.kr,서울소방재난본부,not_geocoded,business_address_required,2026-06-13
11140,중구,outdoor_ad,outdoor_ad_report,옥외광고물 표시허가 및 신고,도시디자인과,,,district,https://www.junggu.seoul.kr/content.do?cmsid=14066,서울 중구청 조직도,"중구청 조직도에서 도시디자인과, 건축과, 부동산정보과, 건설관리과, 도심산업과, 보건위생과 등 관련 부서를 확인.",2026-06-13,중구청,서울특별시 중구 창경궁로 17,04558,37.5637580,126.9975659,district_office,https://www.seoul.go.kr/seoul/autonomy.do,서울특별시 자치구,static_snapshot,static_snapshot_no_api_key,2026-06-13
11140,중구,road_occupation,road_occupation_permit,도로점용허가,건설관리과,,,district,https://www.junggu.seoul.kr/content.do?cmsid=14066,서울 중구청 조직도,"중구청 조직도에서 도시디자인과, 건축과, 부동산정보과, 건설관리과, 도심산업과, 보건위생과 등 관련 부서를 확인.",2026-06-13,중구청,서울특별시 중구 창경궁로 17,04558,37.5637580,126.9975659,district_office,https://www.seoul.go.kr/seoul/autonomy.do,서울특별시 자치구,static_snapshot,static_snapshot_no_api_key,2026-06-13
11140,중구,tax_registration,business_registration,사업자등록 신청,관할 세무서 또는 홈택스,,국세상담센터 126,national_tax_office,https://www.hometax.go.kr,국세청 홈택스,사업자등록은 구청 인허가 이후 관할 세무서 또는 홈택스에서 처리하는 전국 공통 흐름,2026-06-13,홈택스 또는 사업장 주소 기준 관할 세무서,온라인 홈택스 또는 사업장 주소 기준 관할 세무서,,,,online_or_business_address_based_tax_office,https://www.nts.go.kr/nts/imArea/selectImAreaNmList.do?mi=6762,국세청 전국 세무관서,not_geocoded,business_address_required,2026-06-13
11140,중구,ecommerce_local_economy,ecommerce_report,통신판매업신고,도심산업과,생활경제팀,02-3396-5077,district,https://www.junggu.seoul.kr/content.do?cmsid=14066,서울 중구청 조직도,"중구청 조직도에서 도시디자인과, 건축과, 부동산정보과, 건설관리과, 도심산업과, 보건위생과 등 관련 부서를 확인.",2026-06-13,중구청,서울특별시 중구 창경궁로 17,04558,37.5637580,126.9975659,district_office,https://www.seoul.go.kr/seoul/autonomy.do,서울특별시 자치구,static_snapshot,static_snapshot_no_api_key,2026-06-13
11170,용산구,food_hygiene,food_business_report,식품관련영업신고 및 영업신고증,보건위생과,,,district,https://health.yongsan.go.kr/portal/bbs/B0000168/list.do?deptId=3020220&menuNo=200846&pageIndex=0,용산구청 행정조직 부서 선택 목록,"용산구청 행정조직 페이지의 부서 선택 목록에서 지역경제과, 건축과, 부동산정보과, 건설관리과, 도로과, 보건위생과 등 관련 부서를 확인.",2026-06-13,용산구청,서울특별시 용산구 녹사평대로 150,04390,37.5325763,126.9904206,district_office,https://www.seoul.go.kr/seoul/autonomy.do,서울특별시 자치구,static_snapshot,static_snapshot_no_api_key,2026-06-13
11170,용산구,food_hygiene,food_admin_disposition_history,기존 업소 행정처분 이력 확인,보건위생과,,,district,https://health.yongsan.go.kr/portal/bbs/B0000168/list.do?deptId=3020220&menuNo=200846&pageIndex=0,용산구청 행정조직 부서 선택 목록,"용산구청 행정조직 페이지의 부서 선택 목록에서 지역경제과, 건축과, 부동산정보과, 건설관리과, 도로과, 보건위생과 등 관련 부서를 확인.",2026-06-13,용산구청,서울특별시 용산구 녹사평대로 150,04390,37.5325763,126.9904206,district_office,https://www.seoul.go.kr/seoul/autonomy.do,서울특별시 자치구,static_snapshot,static_snapshot_no_api_key,2026-06-13
11170,용산구,building_register_use,building_register_issue,건축물대장 발급 및 열람,부동산정보과,,,district,https://health.yongsan.go.kr/portal/bbs/B0000168/list.do?deptId=3020220&menuNo=200846&pageIndex=0,용산구청 행정조직 부서 선택 목록,"용산구청 행정조직 페이지의 부서 선택 목록에서 지역경제과, 건축과, 부동산정보과, 건설관리과, 도로과, 보건위생과 등 관련 부서를 확인.",2026-06-13,용산구청,서울특별시 용산구 녹사평대로 150,04390,37.5325763,126.9904206,district_office,https://www.seoul.go.kr/seoul/autonomy.do,서울특별시 자치구,static_snapshot,static_snapshot_no_api_key,2026-06-13
11170,용산구,building_register_use,building_use_review,건축물 용도 적합성 확인,건축과,,,district,https://health.yongsan.go.kr/portal/bbs/B0000168/list.do?deptId=3020220&menuNo=200846&pageIndex=0,용산구청 행정조직 부서 선택 목록,"용산구청 행정조직 페이지의 부서 선택 목록에서 지역경제과, 건축과, 부동산정보과, 건설관리과, 도로과, 보건위생과 등 관련 부서를 확인.",2026-06-13,용산구청,서울특별시 용산구 녹사평대로 150,04390,37.5325763,126.9904206,district_office,https://www.seoul.go.kr/seoul/autonomy.do,서울특별시 자치구,static_snapshot,static_snapshot_no_api_key,2026-06-13
11170,용산구,building_register_use,building_violation_review,위반건축물 여부 확인,건축과,,,district,https://health.yongsan.go.kr/portal/bbs/B0000168/list.do?deptId=3020220&menuNo=200846&pageIndex=0,용산구청 행정조직 부서 선택 목록,"용산구청 행정조직 페이지의 부서 선택 목록에서 지역경제과, 건축과, 부동산정보과, 건설관리과, 도로과, 보건위생과 등 관련 부서를 확인.",2026-06-13,용산구청,서울특별시 용산구 녹사평대로 150,04390,37.5325763,126.9904206,district_office,https://www.seoul.go.kr/seoul/autonomy.do,서울특별시 자치구,static_snapshot,static_snapshot_no_api_key,2026-06-13
11170,용산구,fire_safety,fire_safety_completion,안전시설등 완비증명서,관할 소방서,,119 또는 관할 소방서 민원실,fire_station,https://fire.seoul.go.kr,서울소방재난본부,안전시설등 완비증명서는 구청 부서가 아니라 관할 소방서 계열 업무로 분리,2026-06-13,사업장 주소 기준 관할 소방서,사업장 주소 기준 관할 소방서 민원실,,,,business_address_based_fire_station,https://fire.seoul.go.kr,서울소방재난본부,not_geocoded,business_address_required,2026-06-13
11170,용산구,outdoor_ad,outdoor_ad_report,옥외광고물 표시허가 및 신고,건설관리과,광고물관리팀,02-2199-7729,district,https://health.yongsan.go.kr/portal/bbs/B0000168/list.do?deptId=3020220&menuNo=200846&pageIndex=0,용산구청 행정조직 부서 선택 목록,"용산구청 행정조직 페이지의 부서 선택 목록에서 지역경제과, 건축과, 부동산정보과, 건설관리과, 도로과, 보건위생과 등 관련 부서를 확인.",2026-06-13,용산구청,서울특별시 용산구 녹사평대로 150,04390,37.5325763,126.9904206,district_office,https://www.seoul.go.kr/seoul/autonomy.do,서울특별시 자치구,static_snapshot,static_snapshot_no_api_key,2026-06-13
11170,용산구,road_occupation,road_occupation_permit,도로점용허가,건설관리과,,,district,https://health.yongsan.go.kr/portal/bbs/B0000168/list.do?deptId=3020220&menuNo=200846&pageIndex=0,용산구청 행정조직 부서 선택 목록,"용산구청 행정조직 페이지의 부서 선택 목록에서 지역경제과, 건축과, 부동산정보과, 건설관리과, 도로과, 보건위생과 등 관련 부서를 확인.",2026-06-13,용산구청,서울특별시 용산구 녹사평대로 150,04390,37.5325763,126.9904206,district_office,https://www.seoul.go.kr/seoul/autonomy.do,서울특별시 자치구,static_snapshot,static_snapshot_no_api_key,2026-06-13
11170,용산구,tax_registration,business_registration,사업자등록 신청,관할 세무서 또는 홈택스,,국세상담센터 126,national_tax_office,https://www.hometax.go.kr,국세청 홈택스,사업자등록은 구청 인허가 이후 관할 세무서 또는 홈택스에서 처리하는 전국 공통 흐름,2026-06-13,홈택스 또는 사업장 주소 기준 관할 세무서,온라인 홈택스 또는 사업장 주소 기준 관할 세무서,,,,online_or_business_address_based_tax_office,https://www.nts.go.kr/nts/imArea/selectImAreaNmList.do?mi=6762,국세청 전국 세무관서,not_geocoded,business_address_required,2026-06-13
11170,용산구,ecommerce_local_economy,ecommerce_report,통신판매업신고,지역경제과,,,district,https://health.yongsan.go.kr/portal/bbs/B0000168/list.do?deptId=3020220&menuNo=200846&pageIndex=0,용산구청 행정조직 부서 선택 목록,"용산구청 행정조직 페이지의 부서 선택 목록에서 지역경제과, 건축과, 부동산정보과, 건설관리과, 도로과, 보건위생과 등 관련 부서를 확인.",2026-06-13,용산구청,서울특별시 용산구 녹사평대로 150,04390,37.5325763,126.9904206,district_office,https://www.seoul.go.kr/seoul/autonomy.do,서울특별시 자치구,static_snapshot,static_snapshot_no_api_key,2026-06-13
11200,성동구,food_hygiene,food_business_report,식품관련영업신고 및 영업신고증,보건위생과,식품위생팀,02-2286-7145,district,https://www.sd.go.kr/main/sub.do?key=3784,성동구청 부서안내 - 보건위생과,식품위생팀 팀장 02-2286-7145 식품위생팀 업무 총괄; 식품접객업소 시설조사 및 지도점검,2026-06-13,성동구청,서울특별시 성동구 고산자로 270,04750,37.5634661,127.0368984,district_office,https://www.seoul.go.kr/seoul/autonomy.do,서울특별시 자치구,static_snapshot,static_snapshot_no_api_key,2026-06-13
11200,성동구,food_hygiene,food_admin_disposition_history,기존 업소 행정처분 이력 확인,보건위생과,식품위생팀,02-2286-7158,district,https://www.sd.go.kr/main/sub.do?key=3784,성동구청 부서안내 - 보건위생과,식품위생팀 주무관 02-2286-7158 식품접객업소 행정처분·심판·소송사무 총괄,2026-06-13,성동구청,서울특별시 성동구 고산자로 270,04750,37.5634661,127.0368984,district_office,https://www.seoul.go.kr/seoul/autonomy.do,서울특별시 자치구,static_snapshot,static_snapshot_no_api_key,2026-06-13
11200,성동구,building_register_use,building_register_issue,건축물대장 발급 및 열람,토지관리과,,02-2286-5383,district,https://www.sd.go.kr/main/sub.do?key=1431,성동구청 행정조직,"성동구청 행정조직 페이지에서 토지관리과, 건축과, 도시계획과, 토목과, 지역경제과, 보건위생과 등 관련 부서를 확인.",2026-06-13,성동구청,서울특별시 성동구 고산자로 270,04750,37.5634661,127.0368984,district_office,https://www.seoul.go.kr/seoul/autonomy.do,서울특별시 자치구,static_snapshot,static_snapshot_no_api_key,2026-06-13
11200,성동구,building_register_use,building_use_review,건축물 용도 적합성 확인,건축과,,,district,https://www.sd.go.kr/main/sub.do?key=1431,성동구청 행정조직,"성동구청 행정조직 페이지에서 토지관리과, 건축과, 도시계획과, 토목과, 지역경제과, 보건위생과 등 관련 부서를 확인.",2026-06-13,성동구청,서울특별시 성동구 고산자로 270,04750,37.5634661,127.0368984,district_office,https://www.seoul.go.kr/seoul/autonomy.do,서울특별시 자치구,static_snapshot,static_snapshot_no_api_key,2026-06-13
11200,성동구,building_register_use,building_violation_review,위반건축물 여부 확인,건축과,,,district,https://www.sd.go.kr/main/sub.do?key=1431,성동구청 행정조직,"성동구청 행정조직 페이지에서 토지관리과, 건축과, 도시계획과, 토목과, 지역경제과, 보건위생과 등 관련 부서를 확인.",2026-06-13,성동구청,서울특별시 성동구 고산자로 270,04750,37.5634661,127.0368984,district_office,https://www.seoul.go.kr/seoul/autonomy.do,서울특별시 자치구,static_snapshot,static_snapshot_no_api_key,2026-06-13
11200,성동구,fire_safety,fire_safety_completion,안전시설등 완비증명서,관할 소방서,,119 또는 관할 소방서 민원실,fire_station,https://fire.seoul.go.kr,서울소방재난본부,안전시설등 완비증명서는 구청 부서가 아니라 관할 소방서 계열 업무로 분리,2026-06-13,사업장 주소 기준 관할 소방서,사업장 주소 기준 관할 소방서 민원실,,,,business_address_based_fire_station,https://fire.seoul.go.kr,서울소방재난본부,not_geocoded,business_address_required,2026-06-13
11200,성동구,outdoor_ad,outdoor_ad_report,옥외광고물 표시허가 및 신고,도시계획과,광고물관리팀,02-2286-5566,district,https://www.sd.go.kr/main/sub.do?key=1431,성동구청 행정조직,"성동구청 행정조직 페이지에서 토지관리과, 건축과, 도시계획과, 토목과, 지역경제과, 보건위생과 등 관련 부서를 확인.",2026-06-13,성동구청,서울특별시 성동구 고산자로 270,04750,37.5634661,127.0368984,district_office,https://www.seoul.go.kr/seoul/autonomy.do,서울특별시 자치구,static_snapshot,static_snapshot_no_api_key,2026-06-13
11200,성동구,road_occupation,road_occupation_permit,도로점용허가,토목과,,02-2286-5782,district,https://www.sd.go.kr/main/sub.do?key=1431,성동구청 행정조직,"성동구청 행정조직 페이지에서 토지관리과, 건축과, 도시계획과, 토목과, 지역경제과, 보건위생과 등 관련 부서를 확인.",2026-06-13,성동구청,서울특별시 성동구 고산자로 270,04750,37.5634661,127.0368984,district_office,https://www.seoul.go.kr/seoul/autonomy.do,서울특별시 자치구,static_snapshot,static_snapshot_no_api_key,2026-06-13
11200,성동구,tax_registration,business_registration,사업자등록 신청,관할 세무서 또는 홈택스,,국세상담센터 126,national_tax_office,https://www.hometax.go.kr,국세청 홈택스,사업자등록은 구청 인허가 이후 관할 세무서 또는 홈택스에서 처리하는 전국 공통 흐름,2026-06-13,홈택스 또는 사업장 주소 기준 관할 세무서,온라인 홈택스 또는 사업장 주소 기준 관할 세무서,,,,online_or_business_address_based_tax_office,https://www.nts.go.kr/nts/imArea/selectImAreaNmList.do?mi=6762,국세청 전국 세무관서,not_geocoded,business_address_required,2026-06-13
11200,성동구,ecommerce_local_economy,ecommerce_report,통신판매업신고,지역경제과,유통관리팀,02-2286-5468,district,https://www.sd.go.kr/main/sub.do?key=1431,성동구청 행정조직,"성동구청 행정조직 페이지에서 토지관리과, 건축과, 도시계획과, 토목과, 지역경제과, 보건위생과 등 관련 부서를 확인.",2026-06-13,성동구청,서울특별시 성동구 고산자로 270,04750,37.5634661,127.0368984,district_office,https://www.seoul.go.kr/seoul/autonomy.do,서울특별시 자치구,static_snapshot,static_snapshot_no_api_key,2026-06-13
11215,광진구,food_hygiene,food_business_report,식품관련영업신고 및 영업신고증,보건위생과,,,district,https://www.gwangjin.go.kr/portal/main/contents.do?menuNo=200202,광진구청 조직도,"광진구청 조직도에서 지역경제과, 가로경관과, 건축과, 부동산정보과, 도로과, 보건위생과 등 관련 부서를 확인.",2026-06-13,광진구청,서울특별시 광진구 자양로 117,05026,37.5384976,127.0819157,district_office,https://www.seoul.go.kr/seoul/autonomy.do,서울특별시 자치구,static_snapshot,static_snapshot_no_api_key,2026-06-13
11215,광진구,food_hygiene,food_admin_disposition_history,기존 업소 행정처분 이력 확인,보건위생과,,,district,https://www.gwangjin.go.kr/portal/main/contents.do?menuNo=200202,광진구청 조직도,"광진구청 조직도에서 지역경제과, 가로경관과, 건축과, 부동산정보과, 도로과, 보건위생과 등 관련 부서를 확인.",2026-06-13,광진구청,서울특별시 광진구 자양로 117,05026,37.5384976,127.0819157,district_office,https://www.seoul.go.kr/seoul/autonomy.do,서울특별시 자치구,static_snapshot,static_snapshot_no_api_key,2026-06-13
11215,광진구,building_register_use,building_register_issue,건축물대장 발급 및 열람,부동산정보과,,,district,https://www.gwangjin.go.kr/portal/main/contents.do?menuNo=200202,광진구청 조직도,"광진구청 조직도에서 지역경제과, 가로경관과, 건축과, 부동산정보과, 도로과, 보건위생과 등 관련 부서를 확인.",2026-06-13,광진구청,서울특별시 광진구 자양로 117,05026,37.5384976,127.0819157,district_office,https://www.seoul.go.kr/seoul/autonomy.do,서울특별시 자치구,static_snapshot,static_snapshot_no_api_key,2026-06-13
11215,광진구,building_register_use,building_use_review,건축물 용도 적합성 확인,건축과,,,district,https://www.gwangjin.go.kr/portal/main/contents.do?menuNo=200202,광진구청 조직도,"광진구청 조직도에서 지역경제과, 가로경관과, 건축과, 부동산정보과, 도로과, 보건위생과 등 관련 부서를 확인.",2026-06-13,광진구청,서울특별시 광진구 자양로 117,05026,37.5384976,127.0819157,district_office,https://www.seoul.go.kr/seoul/autonomy.do,서울특별시 자치구,static_snapshot,static_snapshot_no_api_key,2026-06-13
11215,광진구,building_register_use,building_violation_review,위반건축물 여부 확인,건축과,,,district,https://www.gwangjin.go.kr/portal/main/contents.do?menuNo=200202,광진구청 조직도,"광진구청 조직도에서 지역경제과, 가로경관과, 건축과, 부동산정보과, 도로과, 보건위생과 등 관련 부서를 확인.",2026-06-13,광진구청,서울특별시 광진구 자양로 117,05026,37.5384976,127.0819157,district_office,https://www.seoul.go.kr/seoul/autonomy.do,서울특별시 자치구,static_snapshot,static_snapshot_no_api_key,2026-06-13
11215,광진구,fire_safety,fire_safety_completion,안전시설등 완비증명서,관할 소방서,,119 또는 관할 소방서 민원실,fire_station,https://fire.seoul.go.kr,서울소방재난본부,안전시설등 완비증명서는 구청 부서가 아니라 관할 소방서 계열 업무로 분리,2026-06-13,사업장 주소 기준 관할 소방서,사업장 주소 기준 관할 소방서 민원실,,,,business_address_based_fire_station,https://fire.seoul.go.kr,서울소방재난본부,not_geocoded,business_address_required,2026-06-13
11215,광진구,outdoor_ad,outdoor_ad_report,옥외광고물 표시허가 및 신고,가로경관과,광고물관리팀,02-450-7704,district,https://www.gwangjin.go.kr/portal/main/contents.do?menuNo=200202,광진구청 조직도,"광진구청 조직도에서 지역경제과, 가로경관과, 건축과, 부동산정보과, 도로과, 보건위생과 등 관련 부서를 확인.",2026-06-13,광진구청,서울특별시 광진구 자양로 117,05026,37.5384976,127.0819157,district_office,https://www.seoul.go.kr/seoul/autonomy.do,서울특별시 자치구,static_snapshot,static_snapshot_no_api_key,2026-06-13
11215,광진구,road_occupation,road_occupation_permit,도로점용허가,도로과,,,district,https://www.gwangjin.go.kr/portal/main/contents.do?menuNo=200202,광진구청 조직도,"광진구청 조직도에서 지역경제과, 가로경관과, 건축과, 부동산정보과, 도로과, 보건위생과 등 관련 부서를 확인.",2026-06-13,광진구청,서울특별시 광진구 자양로 117,05026,37.5384976,127.0819157,district_office,https://www.seoul.go.kr/seoul/autonomy.do,서울특별시 자치구,static_snapshot,static_snapshot_no_api_key,2026-06-13
11215,광진구,tax_registration,business_registration,사업자등록 신청,관할 세무서 또는 홈택스,,국세상담센터 126,national_tax_office,https://www.hometax.go.kr,국세청 홈택스,사업자등록은 구청 인허가 이후 관할 세무서 또는 홈택스에서 처리하는 전국 공통 흐름,2026-06-13,홈택스 또는 사업장 주소 기준 관할 세무서,온라인 홈택스 또는 사업장 주소 기준 관할 세무서,,,,online_or_business_address_based_tax_office,https://www.nts.go.kr/nts/imArea/selectImAreaNmList.do?mi=6762,국세청 전국 세무관서,not_geocoded,business_address_required,2026-06-13
11215,광진구,ecommerce_local_economy,ecommerce_report,통신판매업신고,지역경제과,,02-450-7322,district,https://www.gwangjin.go.kr/portal/main/contents.do?menuNo=200202,광진구청 조직도,"광진구청 조직도에서 지역경제과, 가로경관과, 건축과, 부동산정보과, 도로과, 보건위생과 등 관련 부서를 확인.",2026-06-13,광진구청,서울특별시 광진구 자양로 117,05026,37.5384976,127.0819157,district_office,https://www.seoul.go.kr/seoul/autonomy.do,서울특별시 자치구,static_snapshot,static_snapshot_no_api_key,2026-06-13
